INSTNM,CITY,STABBR,CONTROL,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,PCTFLOAN,PCTPELL,MN_EARN_WNE_P10,MD_EARN_WNE_P10,ADM_RATE,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS
American Institute of Technology,Phoenix,AZ,3,266,NULL,NULL,0.6477,0.4276,32400,30800,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,266
Carrington College-Phoenix,Phoenix,AZ,3,617,NULL,NULL,0.4754,0.7287,27000,25100,0.9904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,617
Carrington College-Mesa,Mesa,AZ,3,718,NULL,NULL,0.5455,0.7123,27000,25100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,718
Carrington College-Tucson,Tucson,AZ,3,424,NULL,NULL,0.5384,0.7434,27000,25100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,424
CollegeAmerica-Flagstaff,Flagstaff,AZ,2,176,16968,16968,0.8592,0.8732,25500,24000,NULL,0,0,0,0,0,0,0.2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7703,0.027,0,176
Arizona Academy of Beauty-East,Tucson,AZ,3,32,NULL,NULL,0.4655,0.6552,19600,16300,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Arizona Automotive Institute,Glendale,AZ,3,628,NULL,NULL,0.7592,0.7919,34500,33500,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5495,0.4505,0,0,0,0,0,628
Brookline College-Phoenix,Phoenix,AZ,3,1357,NULL,NULL,0.6783,0.687,23600,22200,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751,0,0,0,0,0,0,0,0.8418,0.0617,0,1357
Arizona State University-Tempe,Tempe,AZ,1,39316,10157,24503,0.4527,0.3192,52100,45100,0.8433,0,0.0124,0.0166,0.0067,0.0474,0,0.0314,0,0.0427,0.0774,0.0003,0.0121,0.0237,0.0136,0.0223,0.0004,0,0.0819,0.0139,0,0.0657,0.0164,0.0084,0,0.0108,0,0.0557,0,0,0.1034,0,0,0,0,0.0759,0.0112,0.2364,0.0132,39316
Arizona Western College,Yuma,AZ,1,7218,2480,8085,0.0469,0.5581,30400,27000,NULL,0.0043,0.0019,0.0005,0,0.001,0.0005,0.0105,0.0057,0.0366,0.0081,0.0067,0.0014,0.0138,0.0029,0.0024,0.4056,0,0.0057,0.0062,0,0,0,0.0019,0,0.0067,0,0.0181,0.049,0,0.0043,0.1821,0.0466,0.0019,0,0.0076,0.1079,0.0585,0.0019,7218
University of Arizona,Tucson,AZ,1,32646,10957,29421,0.4055,0.3349,53200,44000,0.7462,0.0144,0.0116,0.0185,0.008,0.0422,0,0.0187,0,0.0443,0.0598,0.0061,0.0317,0.0262,0,0.0262,0,0,0.0992,0.0116,0,0.0651,0,0.0122,0,0.0251,0.0063,0.0791,0.0019,0.0195,0.0929,0,0,0,0,0.0499,0.0604,0.1505,0.0182,32646
Southwest University of Visual Arts-Tucson,Tucson,AZ,3,161,23069,23069,0.4292,0.4469,30900,27200,NULL,0,0,0,0,0.0323,0.3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6129,0,0,0,161
Central Arizona College,Coolidge,AZ,1,5275,2400,10440,0.168,0.4708,31100,27500,NULL,0.0101,0,0,0,0.0022,0.0011,0.0123,0.0202,0.0224,0,0.0213,0,0.1188,0,0,0.3117,0,0,0,0,0,0,0,0,0.0011,0.0011,0,0.037,0,0,0.0751,0.0045,0.046,0.0235,0.0022,0.2444,0.0448,0,5275
Brown Mackie College-Tucson,Tucson,AZ,3,611,13203,13203,0.7895,0.8567,30300,27400,NULL,0,0,0,0,0,0,0.0675,0,0.0084,0,0.1139,0,0,0.0422,0,0,0,0,0,0,0,0.0211,0,0,0,0,0,0.1477,0,0,0,0,0,0,0.0506,0.4346,0.1139,0,611
Charles of Italy Beauty College,Lake Havasu City,AZ,3,54,NULL,NULL,0.6107,0.7405,18600,14500,NULL,0,0,0,0,0,0,0,0.7458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2542,0,0,54
Cochise County Community College District,Douglas,AZ,1,3759,1800,6000,0.0721,0.336,34300,28600,NULL,0.0018,0,0,0,0.0031,0.0004,0.0348,0.0054,0.0183,0.0022,0.0384,0,0,0,0.0018,0.191,0,0.0022,0.0018,0.3516,0.0018,0.0027,0,0,0.0013,0,0.0067,0.0161,0.0036,0.0054,0.0857,0.0558,0.0031,0.0004,0.0076,0.141,0.0147,0.0013,3759
Empire Beauty School-Flagstaff,Flagstaff,AZ,3,60,NULL,NULL,0.6786,0.7381,24300,17800,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Empire Beauty School-Chandler,Chandler,AZ,3,97,NULL,NULL,0.7143,0.7714,24300,17800,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
Cortiva Institute-Tucson,Tucson,AZ,3,130,NULL,NULL,0.819,0.629,25000,20000,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,130
Avalon School of Cosmetology-Mesa,Mesa,AZ,3,360,NULL,NULL,0.6495,0.6218,23400,19600,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
Eastern Arizona College,Thatcher,AZ,1,4634,2000,9200,0,0.1859,33800,28700,NULL,0.0016,0,0,0,0.0008,0.0016,0.0101,0.0326,0.0225,0,0.0248,0.0023,0,0,0.0008,0.1264,0,0.0008,0.0023,0,0.0341,0.0078,0,0,0.0054,0,0.0016,0.0202,0,0.0023,0.038,0.2287,0.0054,0,0.0062,0.1736,0.2504,0,4634
Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,2,1971,31648,31648,0.5189,0.2501,65700,61500,0.8016,0,0,0,0,0,0,0,0,0,0.2938,0,0,0,0,0,0,0,0,0,0,0.0094,0,0,0,0.0406,0,0,0,0,0.25,0,0,0,0.3344,0,0,0.0719,0,1971
Frank Lloyd Wright School of Architecture,Scottsdale,AZ,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Glendale Community College,Glendale,AZ,1,16156,2046,7830,0.1784,0.3824,36900,33600,NULL,0,0,0,0,0.0043,0.004,0.019,0,0.0195,0,0.0147,0.0035,0.0008,0,0,0.2536,0,0.0023,0,0,0.0524,0.0084,0,0,0.0453,0,0,0.0405,0,0,0,0.0306,0,0,0.2733,0.1417,0.0861,0,16156
Grand Canyon University,Phoenix,AZ,3,38905,17050,17050,0.6189,0.5055,50800,44500,0.5757,0,0,0,0,0.0119,0,0,0,0.1336,0,0,0,0,0,0.0093,0,0,0.0132,0,0,0.0012,0.0142,0,0.0249,0,0,0,0.0344,0.0415,0.0124,0,0,0,0,0.0048,0.6038,0.0895,0.0055,38905
International Academy of Hair Design,Tempe,AZ,3,188,NULL,NULL,0.7346,0.7185,25000,22200,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
GateWay Community College,Phoenix,AZ,1,5211,2046,7830,0.2189,0.327,34500,29800,NULL,0,0,0,0,0,0,0.0061,0,0,0,0.0306,0,0,0.0061,0,0.0717,0,0,0,0,0.0043,0,0,0,0.0067,0,0,0.0092,0,0,0.0809,0.1311,0.019,0.0037,0.0674,0.4308,0.1324,0,5211
Mesa Community College,Mesa,AZ,1,19055,2046,7830,0.2207,0.3423,40100,35200,NULL,0.0026,0.0026,0,0,0,0.0105,0.0428,0.0116,0.0118,0,0.0142,0.0004,0.0084,0,0.0004,0.2632,0.003,0,0,0,0.0325,0.0015,0,0,0.0325,0.0006,0,0.0489,0,0.0024,0.0006,0.0146,0.0034,0.0024,0.2652,0.1274,0.0962,0,19055
ITT Technical Institute-Tucson,Tucson,AZ,3,400,18048,18048,0.7311,0.8191,42800,38800,0.9358,0,0,0,0,0,0,0.3707,0,0,0,0.3707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1638,0,0,0,0,0,0,0.0172,0,0.0776,0,400
ITT Technical Institute-Tempe,Tempe,AZ,3,445,18048,18048,0.8012,0.7229,42800,38800,0.9191,0,0,0,0,0,0,0.4318,0,0,0,0.4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682,0,0,0,0,0,0,0,0,0.0909,0,445
Mohave Community College,Kingman,AZ,1,4044,2088,6888,0.221,0.4731,30200,26900,NULL,0,0,0,0,0,0,0.0424,0.0315,0.0109,0.0024,0,0,0,0.017,0.0024,0.1527,0,0.0061,0.0012,0,0.0085,0,0,0,0.0024,0,0,0.0327,0,0.0279,0.0036,0.0667,0.0206,0,0.1952,0.3018,0.0739,0,4044
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,AZ,3,1724,NULL,NULL,0.6014,0.4898,37000,34800,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1724
Dine College,Tsaile,AZ,1,1420,725,725,0,0.6092,23600,20900,NULL,0,0.0339,0,0.0847,0,0,0.0169,0,0.1638,0,0,0,0,0,0,0.0791,0,0.0282,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,0,0.0508,0.1582,0.1751,0,1420
Northern Arizona University,Flagstaff,AZ,1,23189,9990,22510,0.5376,0.3662,43400,39100,0.8099,0,0.0338,0,0.002,0.0521,0,0.005,0,0.1284,0.0376,0,0.0051,0,0.0009,0.0272,0.107,0,0.0528,0.0057,0,0.0083,0.0345,0.0022,0,0.0183,0.0215,0.046,0,0.0125,0.0681,0,0,0,0,0.0316,0.1059,0.1875,0.0062,23189
Northland Pioneer College,Holbrook,AZ,1,1691,1664,7640,0,0.2861,28700,23800,NULL,0,0,0,0,0,0,0.0495,0.0597,0.1399,0,0.0836,0,0,0.0017,0,0.1519,0.0017,0,0,0,0,0,0,0,0,0,0,0.0427,0,0,0.0085,0.0597,0.198,0,0,0.1792,0.0239,0,1691
Ottawa University-Phoenix,Phoenix,AZ,2,345,11670,11670,0.6203,0.5246,44700,40300,NULL,0,0,0,0,0.0538,0,0.0054,0,0.2312,0,0,0,0,0,0.0161,0,0,0.0054,0.0108,0,0,0,0,0,0,0,0.129,0.0161,0.1237,0,0,0,0,0,0.0108,0.0645,0.3172,0.0161,345
Phoenix College,Phoenix,AZ,1,9921,2046,7830,0.2621,0.4639,35800,32200,NULL,0,0.0013,0,0,0,0.0062,0.0163,0.0115,0.0066,0,0.0035,0.0185,0.015,0.0516,0.0022,0.1728,0,0,0,0,0.0331,0,0,0,0.0326,0,0,0.0837,0,0,0,0,0,0,0.1904,0.2534,0.1014,0,9921
Cortiva Institute-Scottsdale,Scottsdale,AZ,3,87,NULL,NULL,0.8591,0.4765,28200,24000,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87
Pima Community College,Tucson,AZ,1,24590,1844,8048,0.1274,0.3141,34100,29400,NULL,0,0,0,0,0.0021,0.0005,0.015,0.0119,0.0324,0.0039,0.0069,0.0041,0.0012,0.0087,0,0.5258,0,0.0002,0,0,0,0.0027,0,0,0,0,0,0.0333,0.0042,0.0035,0.0067,0.0594,0.0025,0.006,0.0186,0.1769,0.0736,0,24590
Pima Medical Institute-Tucson,Tucson,AZ,3,1948,NULL,NULL,0.639,0.503,29800,28200,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1948
Pima Medical Institute-Albuquerque,Albuquerque,NM,3,892,NULL,NULL,0.663,0.59,29800,28200,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,892
Prescott College,Prescott,AZ,2,454,26415,26415,0.6073,0.455,34200,33300,0.6873,0,0.1373,0.0065,0,0,0,0,0,0.281,0,0,0,0.0392,0,0.0327,0.0588,0,0.1046,0,0,0.0131,0.0784,0,0,0.0065,0,0.1438,0,0.0131,0.0523,0,0,0,0,0.0327,0,0,0,454
Refrigeration School Inc,Phoenix,AZ,3,695,NULL,NULL,0.6794,0.6078,39900,39100,NULL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695
Rio Salado College,Tempe,AZ,1,8366,2046,7830,0.1779,0.1987,39300,35900,NULL,0.0034,0.0008,0,0,0,0.0271,0.1162,0,0.0199,0,0,0.0015,0.0129,0.0206,0.0006,0.0388,0,0,0,0,0.0059,0,0,0,0.0023,0,0,0.2389,0,0,0.0263,0.0061,0.0066,0.1459,0.0297,0.0541,0.2425,0,8366
Roberto-Venn School of Luthiery,Phoenix,AZ,3,42,NULL,NULL,0.5303,0.4394,29600,24700,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42
Hair Academy of Safford,Safford,AZ,3,85,NULL,NULL,0.2521,0.5378,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
Scottsdale Community College,Scottsdale,AZ,1,7335,2046,7830,0.1574,0.2072,41100,35700,NULL,0.0054,0,0,0,0,0.0068,0.0401,0.0563,0.0049,0,0.0093,0,0,0,0,0.2383,0,0,0,0,0.0235,0.0078,0,0,0.0225,0,0,0.0215,0,0,0.001,0,0,0,0.34,0.0841,0.1385,0,7335
South Mountain Community College,Phoenix,AZ,1,3653,2046,7830,0.2584,0.5068,30500,28400,NULL,0,0,0,0,0,0,0.0876,0,0.0323,0,0,0,0,0,0,0.4265,0,0,0,0,0.0626,0,0,0,0.0313,0,0,0,0,0,0,0,0,0,0.2878,0.0021,0.0699,0,3653
Arizona Christian University,Phoenix,AZ,2,620,22466,22466,0.463,0.3039,32400,33500,0.5673,0,0,0,0,0.0092,0,0,0,0.1651,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0.3486,0,0,0.2018,0,0,0,0,0,0,0,0.0367,0,0.2294,0,620
Tucson College,Tucson,AZ,3,356,NULL,NULL,0.6326,0.7164,23600,22500,NULL,0,0,0,0,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3609,0,0,0,0,0.606,0.0298,0,356
Universal Technical Institute of Arizona Inc,Avondale,AZ,3,2340,NULL,NULL,0.6449,0.4913,45700,43500,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2340
Western International University,Tempe,AZ,3,996,6000,6000,0.3413,0.3053,54900,50100,NULL,0,0,0,0,0.0186,0,0.0712,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0.1207,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0.7276,0,996
Empire Beauty School-NW Phoenix,Phoenix,AZ,3,126,NULL,NULL,0.6556,0.8259,21900,20800,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
Yavapai College,Prescott,AZ,1,5359,1896,8088,0.1584,0.3206,33100,28000,NULL,0.0171,0,0,0,0,0,0.0376,0,0.0301,0,0.0062,0,0,0.0062,0.0034,0.3374,0,0,0,0,0.0027,0,0,0,0,0,0,0.0643,0.0144,0,0,0.0643,0.0068,0.0171,0.0246,0.2799,0.0876,0,5359
University of Arkansas at Little Rock,Little Rock,AR,1,7942,7432,17764,0.4775,0.3941,37600,33900,0.5928,0,0,0,0,0.0298,0,0.0179,0,0.0286,0.0161,0.0375,0.0334,0,0,0.0316,0.0989,0,0.034,0.0089,0,0,0,0.003,0,0.0191,0,0.0596,0.0685,0.0185,0.0405,0,0,0,0,0.0322,0.2384,0.1621,0.0215,7942
University of Arkansas for Medical Sciences,Little Rock,AR,1,711,NULL,NULL,0.6144,0.3944,69500,61400,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,711
ABC Beauty College Inc,Arkadelphia,AR,3,38,NULL,NULL,1,0.9815,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Arkansas Baptist College,Little Rock,AR,2,896,8040,8040,0.8695,0.8306,24400,22000,NULL,0,0,0,0.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4882,0,0.0551,0,0,0,0,0.0709,0.189,0,0,0,0,0,0.0236,0,0.1417,0,896
Arkansas Beauty School-Little Rock,Little Rock,AR,3,49,NULL,NULL,0.9038,0.9615,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Arkansas Beauty College,Russellville,AR,3,33,NULL,NULL,0.9077,0.7692,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Lyon College,Batesville,AR,2,690,24300,24300,0.674,0.4578,41800,38600,0.6142,0,0,0,0.0093,0,0,0.028,0,0,0,0,0.0093,0,0,0.1121,0,0,0.215,0.0374,0,0,0,0.0187,0,0.028,0,0.1402,0,0,0.0654,0,0,0,0,0.0935,0,0.1776,0.0654,690
Arkansas College of Barbering and Hair Design,North Little Rock,AR,3,204,NULL,NULL,0.8062,0.7326,19600,17400,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
Arthur's Beauty College Inc-Fort Smith,Fort Smith,AR,3,46,NULL,NULL,0.6087,0.6957,15200,13700,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
University of Arkansas,Fayetteville,AR,1,21405,8210,20300,0.4026,0.2359,49100,43400,0.6204,0.0417,0.0074,0.0179,0.0008,0.0732,0,0.0113,0,0.0433,0.096,0,0.0123,0.0512,0,0.0189,0,0,0.0525,0.0067,0,0,0.0556,0.0018,0,0.0333,0,0.0343,0.0212,0.0131,0.0735,0,0,0,0,0.0338,0.0806,0.1979,0.0218,21405
University of Arkansas at Pine Bluff,Pine Bluff,AR,1,2391,6178,11908,0.7422,0.7231,30300,27200,0.3868,0.0466,0.0093,0,0,0.0396,0,0.0233,0,0.0536,0,0.0909,0,0.0746,0,0.014,0.1212,0,0.1049,0.0023,0,0,0,0,0,0.0117,0,0.0396,0.1096,0.028,0.0233,0,0,0,0,0.0443,0.0163,0.1422,0.0047,2391
Arkansas State University-Beebe,Beebe,AR,1,2999,2808,4518,0.1192,0.2849,37100,36300,NULL,0.0125,0,0,0,0,0,0,0,0.033,0,0.0585,0,0.0125,0,0,0.3524,0,0,0,0,0,0,0,0,0,0,0,0.0604,0,0,0,0.1507,0.089,0,0.0068,0.175,0.0492,0,2999
Arkansas State University-Main Campus,Jonesboro,AR,1,9139,7720,13480,0.5342,0.4522,35600,31700,0.7239,0.0343,0.0036,0,0,0.0352,0.0018,0.0108,0,0.1476,0.0135,0.0099,0.0036,0,0,0.009,0.2013,0,0.0217,0.0059,0,0.0041,0.037,0.0009,0,0.0153,0,0.0347,0.0005,0.0162,0.0569,0,0,0,0,0.0171,0.1855,0.1268,0.0068,9139
Arkansas Tech University,Russellville,AR,1,8845,5862,10878,0.4517,0.4447,37000,33800,0.8626,0.0144,0.0064,0,0.0025,0.0282,0,0.0173,0.0064,0.108,0.0282,0.0183,0.0035,0.0069,0,0.0124,0.0272,0,0.0188,0.0064,0,0.1689,0.0124,0,0,0.0109,0,0.0317,0.0609,0.004,0.0173,0,0.0337,0.0139,0,0.0149,0.2204,0.0872,0.0188,8845
University of Arkansas at Monticello,Monticello,AR,1,2885,6082,12052,0.551,0.6096,34600,31300,NULL,0.0164,0.0125,0,0,0.0039,0,0,0,0.036,0,0.0462,0.0063,0.0486,0,0.0055,0.3469,0,0.0102,0.0016,0,0.0517,0.0196,0,0,0.0047,0,0.0117,0.0172,0.0102,0.0031,0,0.0587,0.0227,0,0.0094,0.1464,0.1026,0.0078,2885
Arthur's Beauty College Inc-Jacksonville,Jacksonville,AR,3,56,NULL,NULL,0.7907,0.7326,16800,13800,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
Baptist Health College-Little Rock,Little Rock,AR,2,802,8402,8402,0.7266,0.5033,44900,43200,0.6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,802
Black River Technical College,Pocahontas,AR,1,1547,2688,5232,0.3594,0.6161,30300,27000,NULL,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0.1586,0,0,0,0,0.0496,0,0,0,0,0,0,0.1477,0,0,0,0.1138,0.0206,0,0,0.4274,0.0738,0,1547
University of Central Arkansas,Conway,AR,1,9232,7889,13806,0.5125,0.4101,40400,36500,0.9426,0,0.0129,0,0.0006,0.046,0,0.0155,0,0.09,0,0,0.0129,0.055,0,0.0427,0.0201,0,0.0466,0.0162,0,0.0097,0.0123,0.0052,0,0.0201,0,0.0641,0,0.0045,0.0447,0,0,0,0,0.0621,0.2117,0.1981,0.0091,9232
Central Baptist College,Conway,AR,2,788,13800,13800,0.5913,0.4426,35200,31300,0.5697,0,0,0,0,0.0154,0,0,0,0.0077,0,0,0,0,0,0,0.2,0,0.0231,0,0.0077,0,0,0,0.1308,0,0,0.1846,0,0,0,0,0,0,0,0.0077,0.0308,0.3923,0,788
Cossatot Community College of the University of Arkansas,De Queen,AR,1,1033,2332,5212,0,0.3534,27800,22900,NULL,0.0072,0,0,0,0.0072,0,0,0.07,0.0266,0,0,0,0.0048,0,0,0.1377,0,0,0,0,0.0145,0,0,0,0,0,0,0.0024,0,0,0.0072,0.1135,0.2488,0,0,0.3092,0.0507,0,1033
Crowley's Ridge College,Paragould,AR,2,173,11800,11800,0.5,0.475,37900,31700,NULL,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0.4286,0,0,0,0,0,0,0.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,173
Crowley's Ridge Technical Institute,Forrest City,AR,1,212,1350,1350,0,0.8427,22100,20100,NULL,0,0,0,0,0,0,0,0.0486,0,0,0.0378,0,0.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.3027,0.0703,0.1297,0,0.2216,0.1243,0,212
East Arkansas Community College,Forrest City,AR,1,732,2610,3390,0.0476,0.4102,24800,20900,NULL,0,0,0,0,0,0,0,0,0.0097,0,0.0877,0,0,0,0,0.3506,0,0,0,0,0.0065,0,0,0,0,0,0,0.1266,0,0,0,0.013,0,0,0,0.2597,0.1461,0,732
Eastern College of Health Vocations-Little Rock,Little Rock,AR,3,205,NULL,NULL,0.5807,0.6927,19500,18600,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,205
Imagine-Paul Mitchell Partner School,North Little Rock,AR,3,398,NULL,NULL,0.7238,0.514,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398
National Park Community College,Hot Springs,AR,1,2269,3140,4540,0.4085,0.6389,28600,25700,NULL,0,0,0,0,0,0,0.0015,0,0.0501,0,0,0,0.0076,0.0046,0,0.4659,0,0,0,0,0.003,0,0,0,0,0,0,0.0501,0,0,0.0182,0.044,0.0137,0,0.0106,0.264,0.0668,0,2269
University of Arkansas Community College-Batesville,Batesville,AR,1,1067,2262,3942,0.2269,0.5855,29100,24600,NULL,0,0,0,0,0,0,0,0,0.0723,0,0,0,0,0,0,0.182,0,0,0,0,0.0025,0,0,0,0,0,0,0.0075,0,0,0,0.0399,0.0224,0,0,0.5661,0.1072,0,1067
Harding University,Searcy,AR,2,4485,17040,17040,0.5526,0.2663,43600,38000,0.9912,0,0,0,0,0.0394,0,0.0441,0,0.1369,0.0325,0,0.0174,0.0209,0,0.0104,0.0777,0,0.036,0.0081,0,0.0035,0.0557,0,0.0348,0.007,0,0.0499,0.0116,0.0464,0.0104,0,0,0,0,0.0441,0.1357,0.1613,0.0162,4485
Henderson State University,Arkadelphia,AR,1,3226,7860,14220,0.5964,0.5408,37900,34500,0.6278,0,0,0,0,0.0178,0,0.0099,0,0.1941,0.0059,0,0.004,0.0238,0,0.0297,0.1129,0,0.0495,0.0079,0,0,0.0436,0,0,0.0238,0,0.0772,0,0.0436,0.0376,0,0,0,0.0158,0.0653,0.0634,0.1624,0.0119,3226
Hendrix College,Conway,AR,2,1322,39290,39290,0.4703,0.1861,46400,40500,0.8282,0,0.0186,0,0.0062,0,0,0.0248,0,0,0,0,0.0588,0,0,0.065,0,0,0.2043,0.0124,0,0.0588,0.0093,0.031,0,0.0681,0,0.1176,0,0,0.1827,0,0,0,0,0.0464,0.0248,0.0248,0.0464,1322
